ROW_HASH,PROPERTY_LOCATION_SK,PROPERTY_ID,ADDRESS,CITY,STATE,COUNTY,ZIP_CODE,IS_CURRENT,VALID_FROM,VALID_TO
5555474361248037160,-4287423916282237140,"640-Buttonwood-St,-Perkasie,-PA-18944","640 Buttonwood St, Perkasie, PA 18944",Perkasie,PA,Bucks,18944,True,2026-01-29,
883744802921872162,516029803162719862,"610-Lofty-Ln-SW,-Atlanta,-GA-30331","610 Lofty Ln SW, Atlanta, GA 30331",Atlanta,GA,Fulton,30331,True,2026-01-29,
4739373252072994416,-4860119008528368356,"143-Meadow-Landing-Dr,-Conroe,-TX-77384","143 Meadow Landing Dr, Conroe, TX 77384",Conroe,TX,Montgomery,77384,True,2026-01-29,
-7105874076607965132,7601951735337821845,"4208-Hamilton-Dr,-Voorhees,-NJ-08043","4208 Hamilton Dr, Voorhees, NJ 08043",Voorhees,NJ,Camden,08043,True,2026-01-29,
5014983191987232681,-3089884149588289411,"9704-Kingsbridge-Dr,-Apt-2,-Fairfax,-VA-22031","9704 Kingsbridge Dr, Apt 2, Fairfax, VA 22031",Fairfax,VA,Fairfax,22031,True,2026-01-29,
-4389467618629313034,5869257812092989796,"11410-W-Citrus-Grv,-Avondale,-AZ-85392","11410 W Citrus Grv, Avondale, AZ 85392",Avondale,AZ,Maricopa,85392,True,2026-01-29,
6336554500039805411,1789535583756293425,"1384-Hubbard-Ave,-San-Leandro,-CA-94579","1384 Hubbard Ave, San Leandro, CA 94579",San Leandro,CA,Alameda,94579,True,2026-01-29,
6990041254009494931,3055966771273641483,"1340-Se-Princeton-Dr,-Lees-Summit,-MO-64081","1340 Se Princeton Dr, Lees Summit, MO 64081",Lees Summit,MO,Jackson,64081,True,2026-01-29,
-8220794367027079352,5525557239173601732,"520-Clark-Ave,-Yuba-City,-CA-95991","520 Clark Ave, Yuba City, CA 95991",Yuba City,CA,Sutter,95991,True,2026-01-29,
-6074696890416205084,-3209533250184136705,"834-Bolling-Ave,-Charlottesville,-VA-22902","834 Bolling Ave, Charlottesville, VA 22902",Charlottesville,VA,Charlottesville City,22902,True,2026-01-29,
2217793475317948205,6551257448944328353,"3263-Monte-Vista-Rd,-Torrington,-WY-82240","3263 Monte Vista Rd, Torrington, WY 82240",Torrington,WY,Goshen,82240,True,2026-01-29,
-3373511906453211141,-2383896323967189821,"400-W-Rosemary-St,-Ste-1005,-Chapel-Hill,-NC-27516","400 W Rosemary St, Ste 1005, Chapel Hill, NC 27516",Chapel Hill,NC,Orange,27516,True,2026-01-29,
6408626277750156622,-7596073807699574279,"100-S-Lake-Park-Ave,-Hobart,-IN-46342","100 S Lake Park Ave, Hobart, IN 46342",Hobart,IN,Lake,46342,True,2026-01-29,
107287002971155600,6518887770294811618,"14513-S-Ronan-Ln,-Unit-202,-Herriman,-UT-84096","14513 S Ronan Ln, Unit 202, Herriman, UT 84096",Herriman,UT,Salt Lake,84096,True,2026-01-29,
-4005489627933939484,8671074318149077355,"125-S-Scoville-Ave,-Oak-Park,-IL-60302","125 S Scoville Ave, Oak Park, IL 60302",Oak Park,IL,Cook,60302,True,2026-01-29,
-1485817262614711879,1313718045961704421,"308-N-Clear-Creek-Dr,-Friendswood,-TX-77546","308 N Clear Creek Dr, Friendswood, TX 77546",Friendswood,TX,Galveston,77546,True,2026-01-29,
-7078757286043662068,-4946474474838025471,"851-5th-Avenue-West-N,-Kalispell,-MT-59901","851 5th Avenue West N, Kalispell, MT 59901",Kalispell,MT,Flathead,59901,True,2026-01-29,
2541167374886087455,3664257971724745571,"330-Thompson-St,-East-Haven,-CT-06513","330 Thompson St, East Haven, CT 06513",East Haven,CT,New Haven,06513,True,2026-01-29,
793418720577880263,1444956988524377192,"17454-Teton-Cir,-Lockport,-IL-60441","17454 Teton Cir, Lockport, IL 60441",Lockport,IL,Will,60441,True,2026-01-29,
945155688124412975,-1550951433152603958,"312-Lime-St,-Dupo,-IL-62239","312 Lime St, Dupo, IL 62239",Dupo,IL,St. Clair,62239,True,2026-01-29,
-3238588110312823576,-153881226086325523,"8-Washington-Ave,-Leonardo,-NJ-07737","8 Washington Ave, Leonardo, NJ 07737",Leonardo,NJ,Monmouth,07737,True,2026-01-29,
3839274619540061496,-6195004824073159450,"3880-Northwoods-Ct-NE,-Apt-1,-Warren,-OH-44483","3880 Northwoods Ct NE, Apt 1, Warren, OH 44483",Warren,OH,Trumbull,44483,True,2026-01-29,
7660768625865315269,1046185597791014496,"20-Corkery-Ln,-Williamstown,-NJ-08094","20 Corkery Ln, Williamstown, NJ 08094",Williamstown,NJ,Gloucester,08094,True,2026-01-29,
6347580814125733116,-5539787484334629901,"300-Tresser-Blvd,-Apt-7J,-Stamford,-CT-06901","300 Tresser Blvd, Apt 7J, Stamford, CT 06901",Stamford,CT,Fairfield,06901,True,2026-01-29,
6592650135973535739,4617813641836331215,"6845-Britton-Ave,-Cincinnati,-OH-45227","6845 Britton Ave, Cincinnati, OH 45227",Cincinnati,OH,Hamilton,45227,True,2026-01-29,
3410019606973598365,-8392062510696783790,"PO-Box-40761,-New-Bedford,-MA-02744","PO Box 40761, New Bedford, MA 02744",New Bedford,MA,Bristol,02744,True,2026-01-29,
258067340033614919,-816305791376082948,"714-N-Wille-St,-Mount-Prospect,-IL-60056","714 N Wille St, Mount Prospect, IL 60056",Mount Prospect,IL,Cook,60056,True,2026-01-29,
-1913906388849672388,-6589677141330677967,"3553-Bald-Mountain-Rd,-West-Point,-CA-95255","3553 Bald Mountain Rd, West Point, CA 95255",West Point,CA,Calaveras,95255,True,2026-01-29,
-3334276393265139316,1604299283902403280,"9725-Ne-3rd-St,-Oklahoma-City,-OK-73130","9725 Ne 3rd St, Oklahoma City, OK 73130",Oklahoma City,OK,Oklahoma,73130,True,2026-01-29,
-1450326182483395095,-2936036560229915832,"231-Marlette-Dr,-Farmington,-NY-14425","231 Marlette Dr, Farmington, NY 14425",Farmington,NY,Ontario,14425,True,2026-01-29,
1229653457853057556,5482449011977619931,"8502-16th-St,-Apt-G21,-Silver-Spring,-MD-20910","8502 16th St, Apt G21, Silver Spring, MD 20910",Silver Spring,MD,Montgomery,20910,True,2026-01-29,
2034852945803242319,-4933966363715849072,"101-Summit-Dr,-Maumelle,-AR-72113","101 Summit Dr, Maumelle, AR 72113",Maumelle,AR,Pulaski,72113,True,2026-01-29,
-6676115115009024919,-2854762949220553095,"4134-Travis-St,-Unit-4,-Dallas,-TX-75204","4134 Travis St, Unit 4, Dallas, TX 75204",Dallas,TX,Dallas,75204,True,2026-01-29,
2873745981597334642,6213658273057211926,"45-W-8600-S,-Midvale,-UT-84047","45 W 8600 S, Midvale, UT 84047",Midvale,UT,Salt Lake,84047,True,2026-01-29,
5346635186775710652,-466891106467413515,"6612-Jade-Park-Ave-NE,-Albuquerque,-NM-87109","6612 Jade Park Ave NE, Albuquerque, NM 87109",Albuquerque,NM,Bernalillo,87109,True,2026-01-29,
-7884037612169337375,6134531650062619128,"18-Ashton-St,-Pawtucket,-RI-02860","18 Ashton St, Pawtucket, RI 02860",Pawtucket,RI,Providence,02860,True,2026-01-29,
2983192399457420773,2601308209712189992,"1527-Smith-St,-Ste-3,-North-Providence,-RI-02911","1527 Smith St, Ste 3, North Providence, RI 02911",North Providence,RI,Providence,02911,True,2026-01-29,
5416750098283063882,-1367613162818733485,"5071-Cumberland-Ln,-Spring-Hill,-FL-34607","5071 Cumberland Ln, Spring Hill, FL 34607",Spring Hill,FL,Hernando,34607,True,2026-01-29,
-6552972416461324576,-1642537442685155630,"477-Anfield-Cir,-Austin,-TX-78738","477 Anfield Cir, Austin, TX 78738",Austin,TX,Travis,78738,True,2026-01-29,
1902237996083536611,-7165156452408738171,"116-Cotton-Dr,-Leland,-MS-38756","116 Cotton Dr, Leland, MS 38756",Leland,MS,Washington,38756,True,2026-01-29,
-7116687089543062142,6623137876123832452,"8715-Flint-Valley-St,-San-Antonio,-TX-78227","8715 Flint Valley St, San Antonio, TX 78227",San Antonio,TX,Bexar,78227,True,2026-01-29,
-4123005654454868174,-8936733710979737811,"2772-Lighthouse-Pt-E,-Unit-214,-Baltimore,-MD-21224","2772 Lighthouse Pt E, Unit 214, Baltimore, MD 21224",Baltimore,MD,Baltimore City,21224,True,2026-01-29,
-2813337394154296458,-891620268655159566,"411-Iowa-Colony-Rd,-Hollister,-MO-65672","411 Iowa Colony Rd, Hollister, MO 65672",Hollister,MO,Taney,65672,True,2026-01-29,
-4027772359156024873,5632907702449660125,"12409-Alderbrook-Dr,-Austin,-TX-78758","12409 Alderbrook Dr, Austin, TX 78758",Austin,TX,Travis,78758,True,2026-01-29,
-2913087441246029431,-9184016651787171565,"3992-Black-Cottonwood-Way,-San-Bernardino,-CA-92407","3992 Black Cottonwood Way, San Bernardino, CA 92407",San Bernardino,CA,San Bernardino,92407,True,2026-01-29,
8626522226184151925,-5692013542568571766,"10524-Beneva-Dr,-Tampa,-FL-33647","10524 Beneva Dr, Tampa, FL 33647",Tampa,FL,Hillsborough,33647,True,2026-01-29,
-8535568222098837482,-2586629714233953952,"704-Camino-Arruza,-Unit-47,-Rio-Rico,-AZ-85648","704 Camino Arruza, Unit 47, Rio Rico, AZ 85648",Rio Rico,AZ,Santa Cruz,85648,True,2026-01-29,
-6804671422895082709,7949371912058077433,"213-Broadmeadows-Blvd,-Columbus,-OH-43214","213 Broadmeadows Blvd, Columbus, OH 43214",Columbus,OH,Franklin,43214,True,2026-01-29,
-8717661184484276141,2938450728434251162,"PO-Box-22893,-Alexandria,-VA-22304","PO Box 22893, Alexandria, VA 22304",Alexandria,VA,Alexandria City,22304,True,2026-01-29,
4432738488784912462,1553025045898721780,"2557-S-Dover-St,-Unit-93,-Lakewood,-CO-80227","2557 S Dover St, Unit 93, Lakewood, CO 80227",Lakewood,CO,Jefferson,80227,True,2026-01-29,
-967515614503122706,3717424842576242398,"5823-N-18th-St,-Phoenix,-AZ-85016","5823 N 18th St, Phoenix, AZ 85016",Phoenix,AZ,Maricopa,85016,True,2026-01-29,
4999372535966409210,-4784633638608334739,"33-S-Gladstone-Ave,-Indianapolis,-IN-46201","33 S Gladstone Ave, Indianapolis, IN 46201",Indianapolis,IN,Marion,46201,True,2026-01-29,
2032211578577078280,1373649709251258787,"181-Belle-Island-Ct,-Richmond-Hill,-GA-31324","181 Belle Island Ct, Richmond Hill, GA 31324",Richmond Hill,GA,Bryan,31324,True,2026-01-29,
-1284912017767542187,-2583844505790006219,"860-Gary-St,-Turlock,-CA-95382","860 Gary St, Turlock, CA 95382",Turlock,CA,Stanislaus,95382,True,2026-01-29,
967232639119265276,1730730559317272901,"2467-N-Coral-Trace-Cir,-Delray-Beach,-FL-33445","2467 N Coral Trace Cir, Delray Beach, FL 33445",Delray Beach,FL,Palm Beach,33445,True,2026-01-29,
5424515209881216380,3462445109954812617,"1408-Highway,-44-W,-Shepherdsville,-KY-40165","1408 Highway, 44 W, Shepherdsville, KY 40165",Shepherdsville,KY,Bullitt,40165,True,2026-01-29,
-6664888947400628307,1323831628656782897,"980-S-Clarkson-St,-Denver,-CO-80209","980 S Clarkson St, Denver, CO 80209",Denver,CO,Denver,80209,True,2026-01-29,
7359533462189980394,7572786774674960836,"1424-Guyer-St,-High-Point,-NC-27265","1424 Guyer St, High Point, NC 27265",High Point,NC,Guilford,27265,True,2026-01-29,
-4758364884389824321,5716072062052081871,"808-Quail-Run-Ln,-Lancaster,-TX-75146","808 Quail Run Ln, Lancaster, TX 75146",Lancaster,TX,Dallas,75146,True,2026-01-29,
-6753836917091538501,-3634467961229535911,"511-E-Johns-Way,-Sandy,-UT-84070","511 E Johns Way, Sandy, UT 84070",Sandy,UT,Salt Lake,84070,True,2026-01-29,
3255134306236903489,-527941256374854940,"374-Shelton-Ave,-Shelton,-CT-06484","374 Shelton Ave, Shelton, CT 06484",Shelton,CT,Fairfield,06484,True,2026-01-29,
5982633364670898730,-927966400984639915,"134-Mcdill-Dr,-Port-Charlotte,-FL-33953","134 Mcdill Dr, Port Charlotte, FL 33953",Port Charlotte,FL,Charlotte,33953,True,2026-01-29,
-6745877275517947379,-972216357542295946,"2744-N-Salem,-Apt-201,-Mesa,-AZ-85215","2744 N Salem, Apt 201, Mesa, AZ 85215",Mesa,AZ,Maricopa,85215,True,2026-01-29,
1722317362350085823,7622851907764656585,"909-E-Kenilworth-Ave,-Unit-111,-Palatine,-IL-60074","909 E Kenilworth Ave, Unit 111, Palatine, IL 60074",Palatine,IL,Cook,60074,True,2026-01-29,
-1147260907014689706,-4440168386392641925,"208-W-Laurel-St,-Gillette,-WY-82718","208 W Laurel St, Gillette, WY 82718",Gillette,WY,Campbell,82718,True,2026-01-29,
6137740054330992616,-4205279406351749236,"3341-W-Saint-Clair-St,-Indianapolis,-IN-46222","3341 W Saint Clair St, Indianapolis, IN 46222",Indianapolis,IN,Marion,46222,True,2026-01-29,
804204186888299745,8494915458501341042,"19027-Grover-St,-Omaha,-NE-68130","19027 Grover St, Omaha, NE 68130",Omaha,NE,Douglas,68130,True,2026-01-29,
-7221611805863677465,7158832265784976223,"49-Merritt-St,-Battle-Creek,-MI-49017","49 Merritt St, Battle Creek, MI 49017",Battle Creek,MI,Calhoun,49017,True,2026-01-29,
-8352598718052648453,4277337195456481198,"3-W-Hollister-St,-Ste-1,-Cincinnati,-OH-45219","3 W Hollister St, Ste 1, Cincinnati, OH 45219",Cincinnati,OH,Hamilton,45219,True,2026-01-29,
-4784436798344518607,-7964004444231043094,"106-Stockbridge-Pl,-Hillsborough,-NC-27278","106 Stockbridge Pl, Hillsborough, NC 27278",Hillsborough,NC,Durham,27278,True,2026-01-29,
4885187382395684562,2914430493433511041,"380-Birdie-Ln,-Roseburg,-OR-97471","380 Birdie Ln, Roseburg, OR 97471",Roseburg,OR,Douglas,97471,True,2026-01-29,
2910679616605448407,-9006613379148058793,"21011-40th-Ave-SE,-Bothell,-WA-98021","21011 40th Ave SE, Bothell, WA 98021",Bothell,WA,Snohomish,98021,True,2026-01-29,
1776793903245727833,-5145710330760210844,"1345-Muskhogean-Dr,-Lake-Charles,-LA-70611","1345 Muskhogean Dr, Lake Charles, LA 70611",Lake Charles,LA,Calcasieu,70611,True,2026-01-29,
7014737523212863151,1606649925293537748,"1-Jefferson-Ave,-Apt-E7,-Rockville-Centre,-NY-11570","1 Jefferson Ave, Apt E7, Rockville Centre, NY 11570",Rockville Centre,NY,Nassau,11570,True,2026-01-29,
-979370939475722985,5774035512347045038,"6-Fall-Ct,-Somersworth,-NH-03878","6 Fall Ct, Somersworth, NH 03878",Somersworth,NH,Strafford,03878,True,2026-01-29,
7565093355642608483,-4015488928696624761,"101-Lodge-Dr,-New-Bern,-NC-28562","101 Lodge Dr, New Bern, NC 28562",New Bern,NC,Craven,28562,True,2026-01-29,
-7196016284685839335,8324137643693473771,"520-Rose-Apple-Cir,-Port-Charlotte,-FL-33954","520 Rose Apple Cir, Port Charlotte, FL 33954",Port Charlotte,FL,Charlotte,33954,True,2026-01-29,
-4839174351436478092,956520446703403664,"1065-Camelot-Way,-Casselberry,-FL-32707","1065 Camelot Way, Casselberry, FL 32707",Casselberry,FL,Seminole,32707,True,2026-01-29,
5769854306901799785,-5758129086195013456,"1015-Milpa-Verde,-Brownsville,-TX-78521","1015 Milpa Verde, Brownsville, TX 78521",Brownsville,TX,Cameron,78521,True,2026-01-29,
3416792089110366859,9084117640475224844,"1051-E-Mclellan-Blvd,-Apt-9,-Phoenix,-AZ-85014","1051 E Mclellan Blvd, Apt 9, Phoenix, AZ 85014",Phoenix,AZ,Maricopa,85014,True,2026-01-29,
1488245224052342599,1072847893403188628,"13061-N-Serenity-Valley-Dr,-Marana,-AZ-85653","13061 N Serenity Valley Dr, Marana, AZ 85653",Marana,AZ,Pima,85653,True,2026-01-29,
-6063792931312102701,6718206502637385868,"326-E-Harrison-Ave,-Pomona,-CA-91767","326 E Harrison Ave, Pomona, CA 91767",Pomona,CA,Los Angeles,91767,True,2026-01-29,
-5314229711672864163,5214696682032177241,"517-Staples-St,-Reidsville,-NC-27320","517 Staples St, Reidsville, NC 27320",Reidsville,NC,Rockingham,27320,True,2026-01-29,
1863726229805447408,-175492417758145064,"1230-Avondale-Ln,-West-Palm-Beach,-FL-33409","1230 Avondale Ln, West Palm Beach, FL 33409",West Palm Beach,FL,Palm Beach,33409,True,2026-01-29,
-4208649312977910372,274505885059800342,"9153-E-36th-Ave,-Denver,-CO-80238","9153 E 36th Ave, Denver, CO 80238",Denver,CO,Denver,80238,True,2026-01-29,
-3032198317789726158,-7067942773412786505,"6332-Factor-Ave,-Las-Vegas,-NV-89107","6332 Factor Ave, Las Vegas, NV 89107",Las Vegas,NV,Clark,89107,True,2026-01-29,
4350705071196476854,-4323827099239583375,"1001-S-State-St,-Unit-3110,-Chicago,-IL-60605","1001 S State St, Unit 3110, Chicago, IL 60605",Chicago,IL,Cook,60605,True,2026-01-29,
-3791899512205431811,-6104116048327174430,"10169-Falcon-Ridge-Dr,-Independence,-KY-41051","10169 Falcon Ridge Dr, Independence, KY 41051",Independence,KY,Kenton,41051,True,2026-01-29,
3002233140751431037,-6358030157964098729,"295-Bristol-St,-Buffalo,-NY-14206","295 Bristol St, Buffalo, NY 14206",Buffalo,NY,Erie,14206,True,2026-01-29,
5236710526922331208,-4894977693835778179,"Lt14-Hunter-Rdg,-Lot-14,-Ellijay,-GA-30540","Lt14 Hunter Rdg, Lot 14, Ellijay, GA 30540",Ellijay,GA,Gilmer,30540,True,2026-01-29,
-6180111509834346524,-1085015546953026508,"118-Jackson-Ave,-Apt-4,-Redwood-City,-CA-94061","118 Jackson Ave, Apt 4, Redwood City, CA 94061",Redwood City,CA,San Mateo,94061,True,2026-01-29,
2878043194267777578,-3126863573076250701,"3333-Se-39th-Ave,-Apt-55,-Portland,-OR-97202","3333 Se 39th Ave, Apt 55, Portland, OR 97202",Portland,OR,Multnomah,97202,True,2026-01-29,
2812788775484567142,-1343205770420115499,"3327-W-Belvedere-Ave,-Baltimore,-MD-21215","3327 W Belvedere Ave, Baltimore, MD 21215",Baltimore,MD,Baltimore City,21215,True,2026-01-29,
-3639110826974157802,1767527183557722058,"966-W-Mark-St,-Apt-1,-Winona,-MN-55987","966 W Mark St, Apt 1, Winona, MN 55987",Winona,MN,Winona,55987,True,2026-01-29,
671536234640795216,6856702861537520981,"945-N-1700-E,-Saint-George,-UT-84770","945 N 1700 E, Saint George, UT 84770",Saint George,UT,Washington,84770,True,2026-01-29,
1854040188791240393,1728751971921666175,"3577-Crevice-Way,-Perris,-CA-92570","3577 Crevice Way, Perris, CA 92570",Perris,CA,Riverside,92570,True,2026-01-29,
-5786026294977353258,-2324048082179639738,"7126-Park-Heights-Ave,-Baltimore,-MD-21215","7126 Park Heights Ave, Baltimore, MD 21215",Baltimore,MD,Baltimore City,21215,True,2026-01-29,
-8760562382339482627,4586737217868799372,"1425-Steeplechase-Rd,-Bartlett,-IL-60103","1425 Steeplechase Rd, Bartlett, IL 60103",Bartlett,IL,Dupage,60103,True,2026-01-29,
7105450074450236231,-2231363613929876270,"26-Lonely-Mountain-Dr,-Unit-A,-Sapphire,-NC-28774","26 Lonely Mountain Dr, Unit A, Sapphire, NC 28774",Sapphire,NC,Jackson,28774,True,2026-01-29,
8404022288767409539,-657407002573646036,"6605-Shadow-Creek-Dr,-Dallas,-TX-75241","6605 Shadow Creek Dr, Dallas, TX 75241",Dallas,TX,Dallas,75241,True,2026-01-29,
6296058099843886054,-1256996905529511995,"14115-Phillips-Cir,-Alpharetta,-GA-30004","14115 Phillips Cir, Alpharetta, GA 30004",Alpharetta,GA,Fulton,30004,True,2026-01-29,
2564456366729076461,2313871269835077955,"10-Perity-Ln,-Pittsburgh,-PA-15220","10 Perity Ln, Pittsburgh, PA 15220",Pittsburgh,PA,Allegheny,15220,True,2026-01-29,
-4450567502524930387,1396229996065520944,"512-Royal-Crest-Dr,-Richardson,-TX-75081","512 Royal Crest Dr, Richardson, TX 75081",Richardson,TX,Dallas,75081,True,2026-01-29,
-7453212624140143695,-3410590650965580682,"1936-S-Gardner-Dr,-Chandler,-AZ-85286","1936 S Gardner Dr, Chandler, AZ 85286",Chandler,AZ,Maricopa,85286,True,2026-01-29,
6385082025652942294,-7957767449085554357,"2606-Wabash-Rd,-Lansing,-MI-48910","2606 Wabash Rd, Lansing, MI 48910",Lansing,MI,Ingham,48910,True,2026-01-29,
4247880436362460773,3512744124671064584,"3270-Descanso-Dr,-Los-Angeles,-CA-90026","3270 Descanso Dr, Los Angeles, CA 90026",Los Angeles,CA,Los Angeles,90026,True,2026-01-29,
1133114296003593046,-4510889495022886605,"9366-Richmond-Ave,-Houston,-TX-77063","9366 Richmond Ave, Houston, TX 77063",Houston,TX,Harris,77063,True,2026-01-29,
7320629122596174319,-4187802213926154355,"6948-Weatham-St,-Philadelphia,-PA-19119","6948 Weatham St, Philadelphia, PA 19119",Philadelphia,PA,Philadelphia,19119,True,2026-01-29,
6777728672968356957,1833284651753925308,"4237-Inglewood-Blvd,-Apt-208,-Los-Angeles,-CA-90066","4237 Inglewood Blvd, Apt 208, Los Angeles, CA 90066",Los Angeles,CA,Los Angeles,90066,True,2026-01-29,
7529323452867413730,6349860497086092240,"13153-164th-Ave-SE,-Monroe,-WA-98272","13153 164th Ave SE, Monroe, WA 98272",Monroe,WA,Snohomish,98272,True,2026-01-29,
7621147640329124868,5535630021898789733,"701-S-Buchta-Rd,-Angleton,-TX-77515","701 S Buchta Rd, Angleton, TX 77515",Angleton,TX,Brazoria,77515,True,2026-01-29,
3795321251855452971,4288393823842534995,"10-Anna-Way,-Newark,-DE-19711","10 Anna Way, Newark, DE 19711",Newark,DE,New Castle,19711,True,2026-01-29,
300367936325048600,3019830575770387371,"284-Howe-Ave-Apt-F,-Sacramento,-CA-95825","284 Howe Ave Apt F, Sacramento, CA 95825",Sacramento,CA,Sacramento,95825,True,2026-01-29,
753119875366887102,4673863356553871724,"12705-Montbatten-Pl,-Bakersfield,-CA-93312","12705 Montbatten Pl, Bakersfield, CA 93312",Bakersfield,CA,Kern,93312,True,2026-01-29,
-8178155927217793688,7272531594382754750,"1225-Lawrence-Rd,-Apt-112,-Kemah,-TX-77565","1225 Lawrence Rd, Apt 112, Kemah, TX 77565",Kemah,TX,Galveston,77565,True,2026-01-29,
7468847108125051935,6406168156301346213,"4421-Stonehenge-Rd,-Tampa,-FL-33624","4421 Stonehenge Rd, Tampa, FL 33624",Tampa,FL,Hillsborough,33624,True,2026-01-29,
9030971597307708163,8093856961576884424,"1750-Broadway,-Gary,-IN-46407","1750 Broadway, Gary, IN 46407",Gary,IN,Lake,46407,True,2026-01-29,
-3448393905505534044,-1105994973274721872,"36103-W-San-Alvarez-Ave,-Maricopa,-AZ-85138","36103 W San Alvarez Ave, Maricopa, AZ 85138",Maricopa,AZ,Pinal,85138,True,2026-01-29,
-7951968047246266053,-6377475573953494944,"7007-Loqust-Dr,-Wilmington,-NC-28405","7007 Loqust Dr, Wilmington, NC 28405",Wilmington,NC,New Hanover,28405,True,2026-01-29,
-6759863801656006381,-8279080258874291154,"PO-Box-232482,-San-Diego,-CA-92193","PO Box 232482, San Diego, CA 92193",San Diego,CA,San Diego,92193,True,2026-01-29,
6760664457597976880,1523947571445017624,"4511-W-Clarendon-Ave,-Phoenix,-AZ-85031","4511 W Clarendon Ave, Phoenix, AZ 85031",Phoenix,AZ,Maricopa,85031,True,2026-01-29,
6439913227203413663,-8581083024465824927,"580-Robinson-Rd,-Blaine,-ME-04734","580 Robinson Rd, Blaine, ME 04734",Blaine,ME,Aroostook,04734,True,2026-01-29,
-5683225500412218355,-730814016681430332,"14402-Vedanta-Way,-Silver-Spring,-MD-20906","14402 Vedanta Way, Silver Spring, MD 20906",Silver Spring,MD,Montgomery,20906,True,2026-01-29,
5737384394426710973,-2647719436299691352,"8404-Warren-Pkwy,-Apt-1914,-Frisco,-TX-75034","8404 Warren Pkwy, Apt 1914, Frisco, TX 75034",Frisco,TX,Collin,75034,True,2026-01-29,
3538549537201074110,3201595235454758823,"1064-Windsor-Pkwy,-Moody,-AL-35004","1064 Windsor Pkwy, Moody, AL 35004",Moody,AL,St. Clair,35004,True,2026-01-29,
-2584792853612421237,2189329515961546026,"646-E-Ave-E,-Fort-Sumner,-NM-88119","646 E Ave E, Fort Sumner, NM 88119",Fort Sumner,NM,De Baca,88119,True,2026-01-29,
-168039817746277544,2806658500175685753,"65-W-35th-Ave,-Eugene,-OR-97405","65 W 35th Ave, Eugene, OR 97405",Eugene,OR,Lane,97405,True,2026-01-29,
5027619686990484165,-7296497207720233415,"7245-S-Dover-Ct,-Littleton,-CO-80128","7245 S Dover Ct, Littleton, CO 80128",Littleton,CO,Jefferson,80128,True,2026-01-29,
-7387872107943655300,-8167191078063301021,"19-Fern-Valley-Ln,-Greenville,-SC-29611","19 Fern Valley Ln, Greenville, SC 29611",Greenville,SC,Greenville,29611,True,2026-01-29,
1602681272587999398,8852790963937720205,"6121-Renee-Weeks-Ct,-El-Paso,-TX-79924","6121 Renee Weeks Ct, El Paso, TX 79924",El Paso,TX,El Paso,79924,True,2026-01-29,
8357372247143547712,-8348685582822066820,"2105-Harwick-Dr,-Austin,-TX-78745","2105 Harwick Dr, Austin, TX 78745",Austin,TX,Travis,78745,True,2026-01-29,
-1438053080556448708,3214992780994681313,"349-Merrywood-Dr,-Birmingham,-AL-35214","349 Merrywood Dr, Birmingham, AL 35214",Birmingham,AL,Jefferson,35214,True,2026-01-29,
-5991438742283332754,8001583658187630007,"5337-S-Huron-Way,-Littleton,-CO-80120","5337 S Huron Way, Littleton, CO 80120",Littleton,CO,Arapahoe,80120,True,2026-01-29,
-9161131682367903933,3762237375421689092,"7417-Bondsberry-Ct,-Boca-Raton,-FL-33434","7417 Bondsberry Ct, Boca Raton, FL 33434",Boca Raton,FL,Palm Beach,33434,True,2026-01-29,
-2237783724187978707,7380963506445907289,"1347-S-Emporia-Ave,-Wichita,-KS-67211","1347 S Emporia Ave, Wichita, KS 67211",Wichita,KS,Sedgwick,67211,True,2026-01-29,
-5385004222095280601,5227305721000306654,"1805-Smoketree-Ln,-Alabaster,-AL-35007","1805 Smoketree Ln, Alabaster, AL 35007",Alabaster,AL,Shelby,35007,True,2026-01-29,
523016101855003587,-3488979736489697895,"660-Littlefield-St,-Jesup,-GA-31546","660 Littlefield St, Jesup, GA 31546",Jesup,GA,Wayne,31546,True,2026-01-29,
8688228347879804980,-3572676090733685402,"423-Preston-Landing-Cir,-Lithia-Springs,-GA-30122","423 Preston Landing Cir, Lithia Springs, GA 30122",Lithia Springs,GA,Douglas,30122,True,2026-01-29,
-5528675970199623929,4153195419961834188,"3634-Rose-Canyon-Dr,-North-Las-Vegas,-NV-89032","3634 Rose Canyon Dr, North Las Vegas, NV 89032",North Las Vegas,NV,Clark,89032,True,2026-01-29,
1915461618262561342,1806690265997609439,"3426-S-31st-St,-Tacoma,-WA-98409","3426 S 31st St, Tacoma, WA 98409",Tacoma,WA,Pierce,98409,True,2026-01-29,
-8218071794614752445,480365341448231469,"312-Ridge-Pointe-Dr,-Athens,-GA-30606","312 Ridge Pointe Dr, Athens, GA 30606",Athens,GA,Clarke,30606,True,2026-01-29,
-8744018614998334704,-114635542161005513,"11348-Monument-Landing-Blvd,-Jacksonville,-FL-32225","11348 Monument Landing Blvd, Jacksonville, FL 32225",Jacksonville,FL,Duval,32225,True,2026-01-29,
-973351731629438118,368561253753368922,"2767-Oak-Park-Blvd,-Cuyahoga-Falls,-OH-44221","2767 Oak Park Blvd, Cuyahoga Falls, OH 44221",Cuyahoga Falls,OH,Summit,44221,True,2026-01-29,
