PROPERTY_ID,PROPERTY_TYPE,SQUARE_FOOTAGE,BEDROOMS,BATHROOMS,PROPERTY_AGE,LOT_SIZE,LATITUDE,LONGITUDE,TAX_2024,TOTAL_VALUE_2023
"7200-Old-Post-Rd,-Unit-7,-Lincoln,-NE-68506",Single Family,1372.0,2.0,3.0,53,3049.0,40.789256,-96.622486,5060.0,149390.0
"34-Fairview-Ave,-Glen-Rock,-NJ-07452",Single Family,1681.0,3.0,2.0,96,7601.0,40.958536,-74.141845,3739.0,517200.0
"44583-W-Sandstone-Dr,-Maricopa,-AZ-85139",Single Family,1985.0,3.0,3.0,20,7841.0,33.073807,-112.046733,1997.0,21036.0
"96-Berry-Rd,-Monroe,-NY-10950",Single Family,1412.0,4.0,2.0,76,47916.0,41.294497,-74.207589,3739.0,53000.0
"223-Island-Pointe-Dr,-Medford,-OR-97504",Single Family,2840.0,3.0,3.5,26,13504.0,42.324461,-122.819854,9676.0,628910.0
"6801-Chestnut-Ave,-Kansas-City,-MO-64132",Single Family,874.0,2.0,1.0,99,5227.0,39.003244,-94.55398,532.0,6804.0
"15-16-Pine-St,-Bernardsville,-NJ-07924",Condo,1584.0,3.0,2.0,46,8276.0,40.712795,-74.57339,3739.0,167500.0
"108-Woodlea-Dr,-Morganton,-NC-28655",Single Family,1318.0,3.0,2.0,33,39204.0,35.764085,-81.622263,1077.0,175749.0
"1328-Clouet-St,-New-Orleans,-LA-70117",Single Family,1593.0,2.0,2.0,53,3510.0,29.97021,-90.043604,1072.0,8000.0
"427-Hamilton-Ave,-Lehigh-Acres,-FL-33972",Single Family,1181.0,2.0,2.0,34,11600.0,26.617569,-81.588508,1175.0,149390.0
"2508-2nd-Ave,-Columbus,-GA-31904",Land,1176.0,2.0,2.5,104,4356.0,32.487714,-84.989805,92.0,2352.0
"5-Weir-Ln,-Locust-Valley,-NY-11560",Single Family,2264.0,3.0,2.5,45,6976.0,40.875785,-73.600912,4999.0,577.0
"208-Clermont-Ave,-Lake-Mary,-FL-32746",Single Family,2182.0,4.0,3.0,25,16800.0,28.751504,-81.320147,2376.0,205023.0
"3013-Menands-Dr,-Chesapeake,-VA-23325",Single Family,1166.0,3.0,1.0,68,10977.0,36.821205,-76.24489,3739.0,219700.0
"101-Enclave-Blvd,-Lakewood,-NJ-08701",Single Family,1854.0,2.0,1.0,22,6930.0,40.052939,-74.229358,3739.0,306800.0
"502-Charlee-Ave,-Catonsville,-MD-21228",Single Family,1194.0,2.0,1.5,102,4320.0,39.269642,-76.727475,3739.0,268033.0
"2-Trent-Rd,-Tinton-Falls,-NJ-07753",Single Family,2793.0,3.0,3.0,40,9300.0,40.247064,-74.09428,3739.0,593500.0
"117-Hunter-Cir,-Fayetteville,-NC-28304",Single Family,965.0,3.0,1.0,73,11326.0,35.042645,-78.932979,3739.0,149390.0
"9-Stanford-Ct-W,-Toms-River,-NJ-08757",Single Family,1499.0,2.0,1.0,56,8276.0,39.960763,-74.237176,3739.0,123800.0
"9116-S-85th-East-Ave,-Tulsa,-OK-74133",Single Family,2226.0,3.0,2.0,35,9191.0,36.031312,-95.881807,2660.0,18686.0
"3058-Carly-Ct,-Auburn-Hills,-MI-48326",Condo,1130.0,2.0,1.5,41,4356.0,42.686372,-83.229832,3739.0,66920.0
"4500-Windemere-Ct,-Marion,-IA-52302",Condo,1346.0,2.0,3.0,24,8276.0,42.044516,-91.561542,3739.0,159000.0
"547-Parker-Ave,-Decatur,-GA-30032",Single Family,2182.0,3.0,3.0,25,2614.0,33.738208,-84.300727,53.0,182680.0
"514-Terrace-Ave,-Berlin,-NJ-08009",Single Family,1496.0,3.0,2.0,96,92851.0,39.776966,-74.954696,3739.0,123300.0
"376-Township-Ln,-Athens,-GA-30606",Single Family,3094.0,3.0,2.5,10,8276.0,33.922399,-83.417983,5583.0,149390.0
"2333-Caladium-Rd,-Jacksonville,-FL-32211",Single Family,1663.0,3.0,2.0,71,11386.0,30.346228,-81.588036,2879.0,186099.0
"429-N-Laclede-Station-Rd,-Saint-Louis,-MO-63119",Single Family,1445.0,3.0,2.0,92,6900.0,38.59546,-90.332414,2969.0,42350.0
"1976-Delaware-St,-Detroit,-MI-48206",Multi-Family,2450.0,3.0,2.0,107,4792.0,42.367838,-83.095458,3739.0,35700.0
"7435-Sw-170th-Ter,-Palmetto-Bay,-FL-33157",Single Family,4378.0,5.0,4.0,31,15065.0,25.612786,-80.313628,12761.0,712894.0
"27-Miller-Rd,-Morristown,-NJ-07960",Condo,3099.0,3.0,2.0,10,8276.0,40.792548,-74.479917,3739.0,1511100.0
"5369-Cornstalk-Cv,-Memphis,-TN-38127",Single Family,1212.0,3.0,1.0,50,5619.0,35.272665,-90.032024,3739.0,149390.0
"2733-Peachleaf-St,-Raleigh,-NC-27614",Single Family,3222.0,3.0,3.0,21,6098.0,35.958629,-78.555594,4806.0,433246.0
"5525-Grand-Prix-Ct,-Fontana,-CA-92336",Single Family,1463.0,4.0,2.0,31,10400.0,34.153762,-117.479234,6544.0,464800.0
"517-Staples-St,-Reidsville,-NC-27320",Single Family,1078.0,3.0,2.0,35,10152.0,36.369701,-79.660108,1746.0,80613.0
"6479-Corte-Ln,-Luz,-Carlsbad,-CA-92009",Condo,1338.0,2.0,2.0,24,63735.0,33.113939,-117.232284,5177.0,149390.0
"80-Saratoga-Ct,-Covington,-GA-30016",Single Family,1409.0,3.0,2.0,29,26136.0,33.508789,-84.000345,2385.0,88000.0
"4001-S-Chestnut-Ave,-Broken-Arrow,-OK-74011",Single Family,1882.0,3.0,2.0,45,10934.0,36.013296,-95.816288,2285.0,16941.0
"5507-N-68th-Ave,-Glendale,-AZ-85303",Single Family,1140.0,3.0,2.0,54,7357.0,33.516997,-112.205461,849.0,21870.0
"1414-Elmwood-Ave,-Apt-2E,-Evanston,-IL-60201",Condo,1584.0,1.0,1.0,63,20253.0,42.043302,-87.683781,3739.0,18819.0
"6796-S-Bellaire-Way,-Centennial,-CO-80122",Single Family,1112.0,3.0,2.0,65,12458.0,39.592743,-104.937427,3739.0,35369.0
"3-Paul-Michael-Way,-Stoneham,-MA-02180",Single Family,2684.0,4.0,2.5,31,14702.0,42.462127,-71.079536,9022.0,781400.0
"115-High-St,-North-East,-MD-21901",Single Family,760.0,3.0,1.0,60,6186.0,39.603784,-75.946033,2064.0,104500.0
"2238-Via,-Puerta-Unit-B,-Laguna-Woods,-CA-92637",Condo,679.0,1.0,1.0,57,8276.0,33.619715,-117.71628,3739.0,149390.0
"171-Laurel-Dr-S,-West-Bend,-WI-53095",Single Family,2138.0,5.0,2.5,62,11761.0,43.401478,-88.174725,4444.0,193700.0
"240-Oxford-Dr,-Tenafly,-NJ-07670",Single Family,7743.0,3.0,2.0,21,91476.0,40.905114,-73.953049,3739.0,4653100.0
"29405-Stampede-Way,-Canyon-Lake,-CA-92587",Single Family,2344.0,4.0,2.0,36,7405.0,33.694798,-117.273088,5675.0,469170.0
"195-Sw-185th-Way,-Pembroke-Pines,-FL-33029",Single Family,1504.0,3.0,3.0,6,1787.0,26.00596,-80.39614,9782.0,446960.0
"1716-Torrey-Pines-Dr,-Brookings,-SD-57006",Single Family,1839.0,4.0,2.0,18,10357.0,44.28956,-96.777251,3739.0,149390.0
"4412-Garrison-St-NW,-Washington,-DC-20016",Single Family,1120.0,2.0,1.0,87,2972.0,38.955765,-77.08695,6201.0,149390.0
"117-Pellerin-St,-Jeanerette,-LA-70544",Single Family,1880.0,3.0,2.0,46,18500.0,29.920296,-91.669582,691.0,7638.0
"766-E-Mark-St,-Winona,-MN-55987",Unknown,1584.0,3.0,2.0,46,8276.0,44.03933,-91.620886,3739.0,149390.0
"556-Shasta-Dr,-Lancaster,-OH-43130",Single Family,720.0,2.0,1.0,53,9635.0,39.722934,-82.634232,3739.0,52720.0
"5346-Sunflower-Dr,-Canandaigua,-NY-14424",Single Family,1466.0,3.0,2.5,18,13068.0,42.888237,-77.307334,3739.0,286000.0
"22100-Cape-Cod-Way,-Farmington-Hills,-MI-48336",Condo,1030.0,2.0,2.5,31,443005.0,42.455463,-83.345831,3739.0,149390.0
"12-Bully-Hill-Dr,-North-Branch,-NY-12766",Single Family,1554.0,3.0,2.0,17,324522.0,41.816744,-74.998637,3739.0,149390.0
"1603-North-Ave,-Waukegan,-IL-60085",Single Family,1011.0,2.0,1.0,81,7144.0,42.382213,-87.835382,3739.0,56636.0
"581-Nassau-Ave,-Paulsboro,-NJ-08066",Single Family,1448.0,3.0,1.0,106,6752.0,39.838998,-75.243905,3739.0,107500.0
"3062-Cameron-Dr,-Kissimmee,-FL-34743",Single Family,2043.0,4.0,2.5,19,5793.0,28.339638,-81.331807,2769.0,189492.0
"603-Hamilton-Pl,-Glen-Burnie,-MD-21061",Single Family,1344.0,3.0,1.5,70,8850.0,39.144668,-76.636312,3739.0,265967.0
"1283-Nw-171st-Ter,-Pembroke-Pines,-FL-33028",Single Family,1526.0,3.0,2.0,31,7572.0,26.016267,-80.375607,8250.0,418070.0
"20-S-Federal-Hwy,-Lake-Worth-Beach,-FL-33460",Unknown,1584.0,3.0,2.0,46,8276.0,26.615058,-80.052175,3739.0,149390.0
"2936-Twin-Oaks-Dr,-Kissimmee,-FL-34744",Single Family,1641.0,3.0,2.0,29,7187.0,28.331855,-81.381629,4737.0,280500.0
"181-Sally-Hill-Cir,-Fayetteville,-NC-28306",Single Family,2242.0,3.0,2.0,42,47480.0,34.978764,-78.91143,2145.0,176930.0
"13922-W-Cir,-Omaha,-NE-68137",Single Family,1656.0,3.0,3.0,53,6300.0,41.200408,-96.132113,3878.0,235500.0
"9031-Beech-Ave,-Fontana,-CA-92335",Single Family,934.0,3.0,1.0,70,7198.0,34.089633,-117.470833,4146.0,390199.0
"19532-Ranch-Ln,-Unit-105,-Huntington-Beach,-CA-92648",Condo,1983.0,2.0,2.5,41,8276.0,33.680101,-117.997111,9221.0,785502.0
"12677-Lecoma-Trce,-Alpharetta,-GA-30004",Single Family,3205.0,4.0,4.5,13,7841.0,34.09087,-84.346947,3739.0,351200.0
"2507-55th-St-W,-Lehigh-Acres,-FL-33971",Single Family,1833.0,4.0,2.0,3,10890.0,26.665994,-81.664912,3859.0,10517.0
"1-Beech-Tree-Ct,-Fredericksburg,-VA-22407",Single Family,2644.0,4.0,3.0,41,182081.0,38.33998,-77.577124,3978.0,149390.0
"21011-40th-Ave-SE,-Bothell,-WA-98021",Single Family,1965.0,3.0,2.5,14,3049.0,47.807114,-122.179409,3739.0,1037900.0
"12129-Se-260th-Pl,-Kent,-WA-98030",Single Family,1630.0,3.0,2.5,35,7503.0,47.368258,-122.179446,5204.0,149390.0
"1619-Laurel-Rd,-Oceanside,-CA-92054",Single Family,2003.0,3.0,2.0,92,18032.0,33.192565,-117.341646,10080.0,552484.0
"3274-S-Linden-Rd,-Flint,-MI-48507",Unknown,1584.0,3.0,2.0,46,8276.0,42.979888,-83.773594,3739.0,149390.0
"6730-E-Hermosa-Vista-Dr,-Unit-60,-Mesa,-AZ-85215",Single Family,1329.0,3.0,3.0,28,3005.0,33.460736,-111.684353,1289.0,25470.0
"148-Buffalo-Rd,-Bybee,-TN-37713",Single Family,888.0,2.0,1.0,60,15246.0,36.040087,-83.168923,380.0,149390.0
"14447-N-20th-St,-Phoenix,-AZ-85022",Single Family,2165.0,4.0,3.0,40,7950.0,33.618485,-112.039148,2349.0,42150.0
"7506-Tangle-Bend-Dr,-Gibsonton,-FL-33534",Single Family,2816.0,4.0,3.0,15,7700.0,27.829631,-82.373728,4997.0,284498.0
"18131-Los-Angeles-S-Ct,-Homewood,-IL-60430",Single Family,2260.0,4.0,2.5,57,16451.0,41.559614,-87.68481,3739.0,30999.0
"26-N-Highland-Ave,-Clearwater,-FL-33755",Single Family,874.0,1.0,2.0,77,5719.0,27.966737,-82.77555,2329.0,126620.0
"3-Cour-Ln,-Salle,-Palos-Hills,-IL-60465",Single Family,1750.0,3.0,1.5,51,1632.0,41.687007,-87.825312,3739.0,21999.0
"208-Kinsale-Dr,-Spring-Hill,-TN-37174",Single Family,2000.0,2.0,2.5,5,8276.0,35.750091,-86.941365,2118.0,79950.0
"519-Willow-View-Dr,-Greensboro,-NC-27455",Single Family,2613.0,3.0,2.5,31,11761.0,36.150632,-79.795114,4032.0,287400.0
"1821-N-San-Antonio-Ave,-Pomona,-CA-91767",Single Family,1288.0,3.0,2.0,62,9105.0,34.077294,-117.737079,2721.0,189352.0
"628-42nd-St,-Richmond,-CA-94805",Single Family,874.0,2.0,1.0,82,5000.0,37.938425,-122.328457,10440.0,619038.0
"812-W-Van-Buren-St,-Apt-2E,-Chicago,-IL-60607",Condo,1100.0,1.0,1.0,57,18125.0,41.87666,-87.64803,3739.0,32257.0
"1905-16th-Ave,-Milton,-WA-98354",Single Family,1978.0,3.0,3.0,47,10930.0,47.243498,-122.314095,5276.0,149390.0
"1507-Berkeley-Dr,-Redlands,-CA-92374",Single Family,1308.0,4.0,2.0,47,8580.0,34.074029,-117.171425,6034.0,499800.0
"737-Suwannee-Ct-NE,-Saint-Petersburg,-FL-33702",Single Family,3523.0,3.0,3.0,40,12672.0,27.847294,-82.626079,16008.0,149390.0
"8493-Nw-37th-Dr,-Gainesville,-FL-32653",Single Family,1657.0,2.0,2.0,42,8712.0,29.733327,-82.383163,1746.0,107698.0
"497-Jauncey-Ave,-Lyndhurst,-NJ-07071",Single Family,1499.0,3.0,2.0,86,4500.0,40.799589,-74.128828,3739.0,449300.0
"116-Ne-21st-St,-Guymon,-OK-73942",Single Family,1408.0,3.0,2.0,50,8276.0,36.70124,-101.479656,1293.0,18561.0
"409-Huger-Dr,-Sandston,-VA-23150",Single Family,1125.0,3.0,1.0,70,14973.0,37.514554,-77.310531,1970.0,149390.0
"830-Bridlemine-Dr,-Fuquay-Varina,-NC-27526",Single Family,1451.0,3.0,2.0,16,10890.0,35.571767,-78.815554,2987.0,218939.0
"5369-Cornstalk-Cv,-Memphis,-TN-38127",Single Family,1212.0,3.0,1.0,50,5619.0,35.272665,-90.032024,3739.0,149390.0
"104-S-Wright-St,-Naperville,-IL-60540",Single Family,3329.0,5.0,3.5,129,14810.0,41.773639,-88.139113,3739.0,324680.0
"5125-Shelter-Creek-Ln,-San-Bruno,-CA-94066",Condo,680.0,1.0,1.0,54,713.0,37.619834,-122.42836,3739.0,327962.0
"8038-Crossbow-Lndg,-Graniteville,-SC-29829",Single Family,2554.0,4.0,2.5,4,43560.0,33.543765,-81.853032,1630.0,22020.0
"1322-Umatilla-St,-Walla-Walla,-WA-99362",Single Family,624.0,2.0,1.0,86,7619.0,46.051432,-118.334686,3739.0,284950.0
"73-Pine-Tree-Ln,-Rochester,-NY-14617",Single Family,1500.0,3.0,2.0,67,12197.0,43.205697,-77.595478,3739.0,194000.0
"8130-Corktree-Dr,-Indianapolis,-IN-46239",Single Family,1992.0,3.0,1.5,22,5270.0,39.716839,-86.023063,3739.0,204800.0
"23174-Joaquin-Ridge-Dr,-Murrieta,-CA-92562",Single Family,1858.0,3.0,2.0,38,4791.0,33.578128,-117.25621,3530.0,254909.0
"3450-W-Villa-Rita-Dr,-Phoenix,-AZ-85053",Single Family,1272.0,3.0,2.0,52,5951.0,33.650498,-112.133912,676.0,23510.0
"6612-Spring-Arbor-Dr,-Mason,-OH-45040",Single Family,1846.0,3.0,2.5,30,11883.0,39.320299,-84.343541,3739.0,92603.0
"2411-Meadow-Lane-Dr,-Easton,-PA-18040",Single Family,1828.0,3.0,1.5,47,12197.0,40.726527,-75.203377,5792.0,149390.0
"800-Peachtree-St-NE,-Apt-1306,-Atlanta,-GA-30308",Condo,775.0,1.0,1.0,25,741.0,33.776234,-84.384658,3739.0,98800.0
"4808-N-24th-St,-Unit-1325,-Phoenix,-AZ-85016",Condo,1361.0,2.0,3.0,20,1359.0,33.507843,-112.030888,4837.0,41610.0
"227-Riberia-St,-Saint-Augustine,-FL-32084",Single Family,1112.0,2.0,2.0,5,3485.0,29.884005,-81.315831,9812.0,458443.0
"3005-Sw-82nd-St,-Oklahoma-City,-OK-73159",Multi-Family,1032.0,2.0,2.0,44,5706.0,35.384188,-97.568331,1009.0,8022.0
"3064-Brighton-Ct,-Conyers,-GA-30094",Single Family,2991.0,4.0,2.5,20,27878.0,33.625902,-84.058392,3142.0,156200.0
"3064-Brighton-Ct,-Conyers,-GA-30094",Single Family,2991.0,4.0,2.5,20,27878.0,33.625902,-84.058392,3142.0,156200.0
"9117-Meadowmist-Ln,-Huntersville,-NC-28078",Condo,1845.0,2.0,2.0,8,1003056.0,35.395609,-80.869022,3739.0,461794.0
"2408-Mccoy-Ave,-Anniston,-AL-36201",Single Family,940.0,3.0,2.0,88,8407.0,33.675994,-85.836105,3739.0,149390.0
"297-S-Main-St,-Scottsburg,-IN-47170",Single Family,2508.0,3.0,2.0,18,6665.0,38.683403,-85.769962,3739.0,136300.0
"415-Allaire-Cir,-Sacramento,-CA-95835",Single Family,2292.0,4.0,2.0,21,8663.0,38.684026,-121.536081,4914.0,149390.0
"14-Geannette-Ct,-Orange-Park,-FL-32073",Single Family,1680.0,3.0,2.0,51,16650.0,30.154939,-81.733276,3315.0,149390.0
"162-Cherokee-Rd,-Charlotte,-NC-28207",Condo,2944.0,3.0,2.5,16,41673.0,35.201952,-80.822774,3739.0,149390.0
"18705-Brickell-Way,-Castro-Valley,-CA-94546",Single Family,1372.0,3.0,2.0,70,5084.0,37.7116,-122.068961,17067.0,1356600.0
"4001-N-Ocean-Blvd,-Apt-304,-Delray-Beach,-FL-33483",Condo,3152.0,3.0,3.0,13,43560.0,26.501787,-80.052356,39561.0,149390.0
"4323-Dinner-Lake-Blvd,-Lake-Wales,-FL-33859",Single Family,2438.0,3.0,2.0,23,11735.0,27.961464,-81.600659,5110.0,268269.0
"156-Turnberry-Cir,-New-Smyrna-Beach,-FL-32168",Single Family,1648.0,2.0,2.0,48,9009.0,29.047631,-80.983645,3739.0,273122.0
"7936-Ducor-Ave,-Canoga-Park,-CA-91304",Single Family,1155.0,3.0,2.0,68,7671.0,34.214759,-118.629027,1448.0,86709.0
"4704-Black-Oak-Ct,-Fairfield,-CA-94534",Single Family,2342.0,4.0,3.0,11,4949.0,38.165586,-122.133218,3739.0,565453.0
"3031-S-74th-St,-Philadelphia,-PA-19153",Single Family,1660.0,4.0,1.0,61,3273.0,39.907525,-75.236082,3561.0,219300.0
"1074-Grove-Park-Ln,-Orange-Park,-FL-32073",Single Family,1584.0,3.0,2.0,53,12876.0,30.176101,-81.718849,2295.0,186857.0
"722-Staffordshire-Dr,-Vestavia,-AL-35226",Single Family,2159.0,4.0,2.0,11,15750.0,33.414608,-86.81428,3739.0,44320.0
"110-Benham-St,-Penn-Yan,-NY-14527",Single Family,1557.0,4.0,1.0,126,7650.0,42.662371,-77.051447,3739.0,110000.0
"8475-Oakwood-Ave-NE,-Elk-River,-MN-55330",Single Family,1002.0,3.0,2.0,27,8276.0,45.273655,-93.603844,3739.0,149390.0
"1913-N-Rhodes-St,-Apt-17,-Arlington,-VA-22201",Condo,610.0,1.0,1.0,86,8276.0,38.895655,-77.08198,3115.0,149390.0
"5235-Rosemead-Blvd,-Unit-A,-San-Gabriel,-CA-91776",Condo,1786.0,3.0,3.0,20,36884.0,34.095484,-118.074109,9255.0,734011.0
"3224-Vista-Verde-Ln-SW,-Olympia,-WA-98512",Single Family,2279.0,4.0,2.5,14,5663.0,47.014867,-122.918127,3739.0,149390.0
"2076-Wood-Thrush-Ln,-Winter-Park,-FL-32792",Single Family,5331.0,7.0,4.0,7,8276.0,28.634122,-81.302022,10415.0,780921.0
"9550-Sanilac-St,-Detroit,-MI-48224",Single Family,897.0,3.0,1.0,83,4792.0,42.422415,-82.933014,3739.0,16500.0
"820-Venice-St,-Centerton,-AR-72719",Single Family,1722.0,3.0,2.0,19,9583.0,36.367958,-94.278532,3752.0,149390.0
"12445-Stevens-Creek-Dr,-Alpharetta,-GA-30005",Single Family,2700.0,3.0,3.5,31,16858.0,34.082232,-84.199206,3739.0,294720.0
"4416-E-Darrel-Rd,-Phoenix,-AZ-85042",Single Family,798.0,3.0,1.0,42,2540.0,33.383516,-111.985748,491.0,18560.0
"163-Garden-Ave,-Browns-Mills,-NJ-08015",Single Family,1584.0,4.0,2.5,0,7841.0,39.985144,-74.574703,3739.0,149390.0
"2795-Lynwood-Hills-Dr,-Cape-Girardeau,-MO-63701",Multi-Family,1671.0,3.0,3.0,23,8712.0,37.338345,-89.577013,3739.0,149390.0
"13634-Lake-Wildwood-Dr,-Penn-Valley,-CA-95946",Single Family,3234.0,3.0,4.0,48,20037.0,39.239861,-121.191642,15452.0,1315200.0
"7411-Brookwood-Ave,-Nottingham,-MD-21236",Single Family,1655.0,3.0,1.0,84,6750.0,39.355828,-76.512851,3739.0,201500.0
"311-E-3rd-St,-Apt-22,-New-York-City,-NY-10009",Condo,1584.0,2.0,1.0,106,4664.0,40.721218,-73.978953,3739.0,149390.0
"311-E-3rd-St,-Apt-22,-New-York-City,-NY-10009",Condo,1584.0,2.0,1.0,106,4664.0,40.721218,-73.978953,3739.0,149390.0
"103-River-Rd,-Hobe-Sound,-FL-33455",Single Family,4529.0,4.0,6.0,69,36590.0,27.050568,-80.111212,53234.0,149390.0
"206-S-Snowdon-Ct,-Exton,-PA-19341",Townhouse,1760.0,3.0,2.5,30,2464.0,40.054727,-75.636532,3547.0,103640.0
"12569-W-Steed-Rdg,-Peoria,-AZ-85383",Single Family,1564.0,3.0,3.0,10,3942.0,33.747059,-112.331486,1626.0,25580.0
"1858-Bromton-Dr,-Cleveland,-OH-44124",Single Family,2358.0,3.0,2.5,58,10050.0,41.509263,-81.486283,3739.0,89260.0
"33-Carolyn-Rd-W,-Carmel,-NY-10512",Single Family,1104.0,3.0,1.5,57,40946.0,41.42342,-73.728158,3739.0,355600.0
"1010-S-Highland-St,-Ada,-OK-74820",Single Family,1183.0,2.0,1.0,64,9750.0,34.764418,-96.663639,534.0,5952.0
"139-Bucktail-Dr,-Cranberry-Township,-PA-16066",Condo,1584.0,3.0,2.0,46,1699.0,40.705517,-80.136903,3351.0,19270.0
"15-Jasmine-Way,-Sewell,-NJ-08080",Single Family,2360.0,3.0,2.0,21,10322.0,39.789926,-75.09463,3739.0,277400.0
"2616-E-Lester-Ave,-Fresno,-CA-93720",Single Family,1350.0,3.0,2.0,24,6500.0,36.864311,-119.736787,4605.0,367200.0
"2655-N-Baldwin-St,-Portland,-OR-97217",Single Family,961.0,2.0,1.5,101,4400.0,45.578668,-122.694652,3685.0,133720.0
"397-Sweet-Run-Cir-E,-Galena,-OH-43021",Condo,2596.0,2.0,3.0,5,8276.0,40.220205,-82.899247,7955.0,149390.0
"30699-Shaker-Blvd,-Cleveland,-OH-44124",Single Family,3025.0,3.0,2.5,67,43920.0,41.479011,-81.461181,3739.0,129510.0
"1239-Parkview-Cir,-Upland,-CA-91784",Single Family,1668.0,2.0,2.5,48,4896.0,34.125534,-117.671526,4257.0,375872.0
"10942-Lemay-Dr,-Clermont,-FL-34711",Single Family,1919.0,4.0,3.0,17,9006.0,28.506461,-81.742543,2471.0,156060.0
"855-State-St,-San-Jose,-CA-95110",Single Family,1303.0,4.0,4.0,131,5000.0,37.321996,-121.882555,5086.0,291550.0
"503-Carriage-Hills-Rd,-Normal,-IL-61761",Single Family,1086.0,3.0,2.5,39,6600.0,40.531061,-88.97865,3739.0,54726.0
"58388-Sun-Mesa-Dr,-Yucca-Valley,-CA-92284",Single Family,1316.0,2.0,1.0,49,217800.0,34.168515,-116.389786,3739.0,279846.0
"15-Wetlands-Rd,-White,-GA-30184",Single Family,1344.0,3.0,2.0,27,31363.0,34.241241,-84.712651,2596.0,106266.0
"6503-Alibi-Cir,-Colorado-Springs,-CO-80923",Single Family,1861.0,4.0,4.0,22,17298.0,38.925596,-104.705777,1947.0,36550.0
"2357-Dora-Dr,-Clearwater,-FL-33765",Single Family,1840.0,3.0,2.0,66,12001.0,27.96906,-82.739445,1446.0,115157.0
"4575-Meadowlawn-Dr-SE,-Grand-Rapids,-MI-49512",Single Family,1620.0,3.0,2.5,34,7623.0,42.880385,-85.581292,3739.0,125500.0
"147-Prospect-Ave,-Middletown,-NY-10940",Single Family,2220.0,6.0,3.0,101,5130.0,41.448396,-74.406757,3739.0,25000.0
"5075-Valley-Crest-Dr,-Apt-266,-Concord,-CA-94521",Condo,1220.0,2.0,1.0,42,8276.0,37.956185,-121.970812,5959.0,459584.0
"11417-E-Decatur-St,-Mesa,-AZ-85207",Single Family,2579.0,4.0,4.0,27,8329.0,33.426293,-111.584406,1740.0,41970.0
"3225-N-Hobson-St,-Whitehall,-PA-18052",Single Family,1456.0,3.0,1.0,119,2535.0,40.669238,-75.506053,2998.0,105800.0
"W7555-Garden-Ln,-Phillips,-WI-54555",Single Family,1260.0,3.0,2.0,46,116741.0,45.692494,-90.444712,3739.0,145800.0
"3244-Riverstone-Dr,-Augusta,-GA-30907",Single Family,2528.0,4.0,2.5,16,12197.0,33.534731,-82.047206,3739.0,113820.0
"4730-Carlile-Dr,-Mobile,-AL-36619",Single Family,1272.0,4.0,1.5,56,8276.0,30.592387,-88.234428,487.0,149390.0
"7639-S-41st-St,-Bellevue,-NE-68147",Single Family,925.0,2.0,2.0,66,7832.0,41.182639,-95.974714,3379.0,193751.0
"1990-W-Nicholas-Shane-Dr,-Dunnellon,-FL-34434",Unknown,1584.0,3.0,2.0,46,8276.0,29.006535,-82.468096,3739.0,149390.0
"2138-Annette-St,-New-Orleans,-LA-70119",Multi-Family,2116.0,2.0,2.0,96,3808.0,29.979226,-90.063843,2666.0,9800.0
"5730-Edsall-Rd,-Alexandria,-VA-22304",Unknown,1584.0,3.0,2.0,46,8276.0,38.806931,-77.132149,3739.0,149390.0
"13610-Sw-Rhett-Ct,-Portland,-OR-97224",Single Family,2643.0,3.0,3.0,36,9583.0,45.412062,-122.816934,8389.0,500070.0
"9270-Kinglet-Dr,-Los-Angeles,-CA-90069",Single Family,4366.0,4.0,4.0,64,4648.0,34.100568,-118.391586,44260.0,3570000.0
"6216-116th-Ave-NE,-Kirkland,-WA-98033",Single Family,2200.0,4.0,2.5,49,10937.0,47.663007,-122.18528,8183.0,149390.0
"1930-18th-St,-Cuyahoga-Falls,-OH-44223",Single Family,1008.0,3.0,1.0,86,6599.0,41.133514,-81.50463,3739.0,52390.0
"15-15th-St-NE,-Mason-City,-IA-50401",Single Family,572.0,1.0,1.0,86,6360.0,43.166025,-93.200255,3739.0,49170.0
"3275-Lake-Wood-Dr,-Eugene,-OR-97408",Single Family,1809.0,4.0,2.0,12,3485.0,44.100063,-123.083219,6079.0,297789.0
"1780-Ne-191st-St,-Unit-600-2,-Miami,-FL-33179",Condo,1315.0,2.0,2.0,57,8276.0,25.950331,-80.166389,3739.0,149390.0
"475-Koehler-Rd,-Saint-Paul,-MN-55127",Single Family,2870.0,3.0,2.0,30,12284.0,45.054169,-93.081075,7086.0,533000.0
"120-Elm-St,---2,-Belmont,-MA-02478",Condo,2074.0,3.0,2.0,98,8276.0,42.381502,-71.160227,8184.0,149390.0
"1507-Bronwyn-Rd,-Apt-304,-Henrico,-VA-23238",Condo,1239.0,2.0,2.0,49,1239.0,37.608805,-77.587129,1681.0,178100.0
"5904-Featherlight-Pl,-Santa-Rosa,-CA-95409",Single Family,2601.0,3.0,2.5,25,9401.0,38.467828,-122.636426,14980.0,1258883.0
"444-Springdale-Ave,-Salem,-OH-44460",Single Family,1056.0,3.0,2.0,44,19667.0,40.924659,-80.862488,1803.0,42220.0
"8609-Kennesaw-Mountain-Dr,-Mabelvale,-AR-72103",Single Family,1586.0,3.0,2.0,47,9148.0,34.648171,-92.374684,1437.0,24422.0
